sub_category,model_id,brand,total_mentions,n_replicates,BRP@1,BRP@3,BRP@5,MRR,prompt_condition
cat food,claude-opus-4-7,Merrick,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Orijen,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Purina,40,40,1.0000,1.0000,1.0000,1.0000,context-free
cat food,claude-opus-4-7,Royal Canin,40,40,0.0000,0.9750,1.0000,0.4925,context-free
cat food,claude-opus-4-7,Taste of the Wild,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Tiki Cat,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Wellness,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Weruva,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-opus-4-7,Whiskas,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,9 Lives,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Blue Buffalo,40,40,0.0000,0.9750,1.0000,0.4938,context-free
cat food,claude-sonnet-4-6,Fancy Feast,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Friskies,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Hill's Science Diet,40,40,0.0000,0.7000,1.0000,0.3083,context-free
cat food,claude-sonnet-4-6,Iams,39,40,0.0000,0.0000,0.9750,0.1950,context-free
cat food,claude-sonnet-4-6,Instinct,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Meow Mix,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Merrick,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Orijen,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Purina,40,40,1.0000,1.0000,1.0000,1.0000,context-free
cat food,claude-sonnet-4-6,Royal Canin,40,40,0.0000,0.3250,1.0000,0.2813,context-free
cat food,claude-sonnet-4-6,Taste of the Wild,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Tiki Cat,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Wellness,1,40,0.0000,0.0000,0.0250,0.0050,context-free
cat food,claude-sonnet-4-6,Weruva,0,40,0.0000,0.0000,0.0000,0.0000,context-free
cat food,claude-sonnet-4-6,Whiskas,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Bateaux New York,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Carnival,37,40,0.1250,0.8750,0.9250,0.5112,context-free
boat cruises,gpt-5.5,Celebrity Cruises,33,40,0.0000,0.0500,0.8250,0.1800,context-free
boat cruises,gpt-5.5,Circle Line Sightseeing Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,City Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Disney Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Holland America,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Hornblower Cruises & Events,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,MSC Cruises,2,40,0.0000,0.0000,0.0500,0.0100,context-free
boat cruises,gpt-5.5,Norwegian Cruise Line,40,40,0.0000,0.9500,1.0000,0.3292,context-free
boat cruises,gpt-5.5,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Princess Cruises,40,40,0.0000,0.0500,1.0000,0.2588,context-free
boat cruises,gpt-5.5,Royal Caribbean,40,40,0.7500,0.9500,1.0000,0.8542,context-free
boat cruises,gpt-5.5,Spirit Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.5,Viking,8,40,0.1250,0.1250,0.2000,0.1400,context-free
boat cruises,gpt-5.5,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Bateaux New York,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Carnival,40,40,0.2250,0.7500,1.0000,0.5404,context-free
boat cruises,gpt-5.4-mini,Celebrity Cruises,2,40,0.0000,0.0000,0.0500,0.0100,context-free
boat cruises,gpt-5.4-mini,Circle Line Sightseeing Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,City Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Disney Cruise Line,3,40,0.0000,0.0000,0.0750,0.0150,context-free
boat cruises,gpt-5.4-mini,Holland America,4,40,0.0000,0.0000,0.1000,0.0200,context-free
boat cruises,gpt-5.4-mini,Hornblower Cruises & Events,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,MSC Cruises,31,40,0.0000,0.0250,0.7750,0.1696,context-free
boat cruises,gpt-5.4-mini,Norwegian Cruise Line,39,40,0.0000,0.8750,0.9750,0.3292,context-free
boat cruises,gpt-5.4-mini,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Princess Cruises,40,40,0.2500,0.3250,1.0000,0.4408,context-free
boat cruises,gpt-5.4-mini,Royal Caribbean,40,40,0.5000,1.0000,1.0000,0.7333,context-free
boat cruises,gpt-5.4-mini,Spirit Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gpt-5.4-mini,Viking,1,40,0.0250,0.0250,0.0250,0.0250,context-free
boat cruises,gpt-5.4-mini,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Bateaux New York,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Carnival,40,40,0.0250,1.0000,1.0000,0.5125,context-free
boat cruises,gemini-3.1-pro-preview,Celebrity Cruises,27,40,0.0000,0.0000,0.6750,0.1350,context-free
boat cruises,gemini-3.1-pro-preview,Circle Line Sightseeing Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,City Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Disney Cruise Line,7,40,0.0000,0.0000,0.1750,0.0350,context-free
boat cruises,gemini-3.1-pro-preview,Holland America,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Hornblower Cruises & Events,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,MSC Cruises,6,40,0.0000,0.0000,0.1500,0.0300,context-free
boat cruises,gemini-3.1-pro-preview,Norwegian Cruise Line,40,40,0.0000,1.0000,1.0000,0.3333,context-free
boat cruises,gemini-3.1-pro-preview,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Princess Cruises,40,40,0.0000,0.0000,1.0000,0.2500,context-free
boat cruises,gemini-3.1-pro-preview,Royal Caribbean,40,40,0.9750,1.0000,1.0000,0.9875,context-free
boat cruises,gemini-3.1-pro-preview,Spirit Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Viking,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-3.1-pro-preview,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-2.5-flash,American Cruise Lines,3,40,0.0000,0.0500,0.0750,0.0300,context-free
boat cruises,gemini-2.5-flash,Bateaux New York,2,40,0.0000,0.0000,0.0500,0.0100,context-free
boat cruises,gemini-2.5-flash,Carnival,38,40,0.8000,0.8750,0.9500,0.8521,context-free
boat cruises,gemini-2.5-flash,Celebrity Cruises,6,40,0.0000,0.0000,0.1500,0.0300,context-free
boat cruises,gemini-2.5-flash,Circle Line Sightseeing Cruises,2,40,0.0000,0.0000,0.0500,0.0125,context-free
boat cruises,gemini-2.5-flash,City Cruises,2,40,0.0000,0.0500,0.0500,0.0167,context-free
boat cruises,gemini-2.5-flash,Disney Cruise Line,8,40,0.0000,0.0000,0.2000,0.0400,context-free
boat cruises,gemini-2.5-flash,Holland America,15,40,0.0000,0.0000,0.3750,0.0750,context-free
boat cruises,gemini-2.5-flash,Hornblower Cruises & Events,2,40,0.0500,0.0500,0.0500,0.0500,context-free
boat cruises,gemini-2.5-flash,MSC Cruises,1,40,0.0000,0.0000,0.0250,0.0050,context-free
boat cruises,gemini-2.5-flash,Norwegian Cruise Line,34,40,0.0000,0.7750,0.8500,0.2733,context-free
boat cruises,gemini-2.5-flash,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,gemini-2.5-flash,Princess Cruises,37,40,0.0500,0.0750,0.9250,0.2696,context-free
boat cruises,gemini-2.5-flash,Royal Caribbean,38,40,0.0250,0.9000,0.9500,0.4696,context-free
boat cruises,gemini-2.5-flash,Spirit Cruises,2,40,0.0000,0.0500,0.0500,0.0250,context-free
boat cruises,gemini-2.5-flash,Un-Cruise Adventures,1,40,0.0000,0.0250,0.0250,0.0083,context-free
boat cruises,gemini-2.5-flash,Viking,9,40,0.0750,0.1500,0.2250,0.1163,context-free
boat cruises,gemini-2.5-flash,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Bateaux New York,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Carnival,40,40,0.0000,1.0000,1.0000,0.3333,context-free
boat cruises,claude-opus-4-7,Celebrity Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Circle Line Sightseeing Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,City Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Disney Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Holland America,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Hornblower Cruises & Events,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,MSC Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Norwegian Cruise Line,40,40,0.0000,0.0000,1.0000,0.2500,context-free
boat cruises,claude-opus-4-7,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Princess Cruises,40,40,0.0000,0.0000,1.0000,0.2000,context-free
boat cruises,claude-opus-4-7,Royal Caribbean,40,40,0.0000,1.0000,1.0000,0.5000,context-free
boat cruises,claude-opus-4-7,Spirit Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-opus-4-7,Viking,40,40,1.0000,1.0000,1.0000,1.0000,context-free
boat cruises,claude-opus-4-7,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Bateaux New York,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Carnival,40,40,0.0000,1.0000,1.0000,0.4958,context-free
boat cruises,claude-sonnet-4-6,Celebrity Cruises,12,40,0.0000,0.0000,0.3000,0.0613,context-free
boat cruises,claude-sonnet-4-6,Circle Line Sightseeing Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,City Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Disney Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Holland America,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Hornblower Cruises & Events,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,MSC Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Norwegian Cruise Line,40,40,0.0000,0.0250,1.0000,0.2562,context-free
boat cruises,claude-sonnet-4-6,Oceania Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Princess Cruises,29,40,0.0000,0.0000,0.7250,0.1450,context-free
boat cruises,claude-sonnet-4-6,Royal Caribbean,40,40,0.0250,1.0000,1.0000,0.3500,context-free
boat cruises,claude-sonnet-4-6,Spirit Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,context-free
boat cruises,claude-sonnet-4-6,Viking,39,40,0.9750,0.9750,0.9750,0.9750,context-free
boat cruises,claude-sonnet-4-6,Windstar Cruises,0,40,0.0000,0.0000,0.0000,0.0000,context-free
